"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Luxembourg","LUX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","39","49","58","68","77","71","80","80","80","80","83","86","88","91","91","92","92","93","94","94","95","95","95","95","96","96","96","96","96","99","99","99","99","99","99","99","99","99","99",
"Latvia","LVA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","80","81","81","96","97","97","97","97","98","98","98","98","98","98","95","96","92","95","92","90","96","95","96","93","96","98","99","99","97",
"Macao SAR, China","MAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","17","35","42","45","58","73","81","82","79","80","81","83","87","88","93","92","91","90","93","96","94","90","95","97","95","95","96","98","98","99","99","99","99","99","99","99","99","99","99","99",
"Monaco","MCO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","98","98","99","99","99","99","99","99","99","98","98","97","97","96","96","94","95","94","92","93","91","91","91","90","89","89","88","88","88","88","88",
"Moldova","MDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","64","85","91","90","95","93","93","89","94","94","96","96","97","96","96","95","90","97","91","91","91","90","89","88","93","93","97","84","83",
"Madagascar","MDG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","1","6","18","28","36","44","47","54","54","54","63","55","46","46","51","55","57","59","61","65","79","74","71","81","70","63","66","62","62","64","66","60","62","55","52","55","50","39",
"Maldives","MDV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","39","34","37","40","47","50","41","83","88","96","97","98","86","97","96","95","96","98","97","99","98","97","96","97","97","97","97","97","98","97","96","98","99","99","99","99","99","99","99","99","99",
"Middle East & North Africa","MEA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.7749648241145","25.6991260122544","33.817393541036","32.8757918997138","37.4085906860957","61.1051603500767","64.0626168491955","66.3205047979119","78.2354251352995","80.8496621945818","83.1340588395732","82.6924120744008","84.1769078158466","84.689458519322","84.4821772928672","85.185276245334","87.4679129420691","87.0968859129712","90.7902573504622","90.5550514976194","90.7108849812418","90.0475261265165","89.0096307914769","88.7198227228003","88.8331288866496","88.850882887687","88.7319386236125","89.0731116466419","88.9829382272624","90.8342889401721","91.0656109955688","91.4752234768016","88.6588945736578","89.9086962261921","88.7357578190689","88.6726211816773","90.9947622178391","90.0023947019995","89.1881312131009","89.1459174909341","87.6586357319741","88.0896569130227",
"Mexico","MEX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","35","33","37","23","21","64","60","54","70","85","75","89","88","79","90","90","93","91","96","94","96","95","96","96","96","96","96","96","96","96","95","98","99","89","97","97","96","76","97","73","92","99",
"Marshall Islands","MHL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","25","39","52","74","86","36","59","57","69","52","93","93","94","64","80","90","70","86","96","94","86","78","97","88","78","79","79","75","75","83","83","85","89","85",
"Middle income","MIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.611843097502","9.76264166679798","10.4227465859701","30.3381540839308","35.3082494817085","42.157985748403","42.1664639269984","51.4105288950239","62.3198741399914","68.2341804658546","74.4933413747893","70.6644474868001","71.0625460279862","71.3931791909349","72.1865333593232","74.9994443694399","74.0306464550989","72.2689092608859","72.0280259962535","72.8541409627726","73.0301410528083","73.8865192713606","72.9061780766716","74.3723468438257","76.2403755757225","77.6192281505543","79.4526105955702","79.782598392972","81.7072099632897","84.5506812520118","85.2180095019742","85.7632087015723","85.5589834202816","85.9021954683941","86.2461759836134","86.737683832192","87.1888678300796","87.4773621003753","88.8800646819289","88.6579857710921","86.1266931272558","84.7049921158612",
"North Macedonia","MKD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","88","97","91","98","96","98","97","92","98","96","96","96","94","96","98","96","98","97","96","96","93","89","82","83","75","75","63","70",
"Mali","MLI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","19","27","11","23","40","43","42","35","51","46","52","57","56","54","51","49","54","56","57","63","73","68","66","71","73","78","72","67","62","61","66","70","70","70","70","62","70",
"Malta","MLT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","10","35","59","41","86","80","90","92","90","71","51","51","56","60","67","74","70","65","90","94","86","94","79","78","82","73","84","93","99","98","89","93","91","96","96","95","90",
"Myanmar","MMR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","5","17","32","50","68","67","68","71","77","82","86","88","89","86","84","73","77","80","86","84","78","81","82","87","88","88","84","86","88","84","91","83","93","84","91","44",
"Middle East & North Africa (excluding high income)","MNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.55387990345","25.4742062451138","31.5201322481831","29.4688232803938","33.7781930625168","59.2804586954896","62.43637938066","64.8247955054539","77.7706342790479","79.8371831049675","82.6583907129193","81.5156935028473","83.6034850812509","83.8848996551438","83.4582378318322","84.1390172566236","86.7794315718071","86.3423848908383","90.418118990836","90.2400369237741","90.2070636757854","89.4726020563925","88.0591424271578","87.7975241182212","87.8107070101037","87.8919225418089","87.8966970659417","88.18999357941","87.9705622365507","89.9734308975021","90.2570147969112","90.6783763618117","87.5313997411625","88.8897808917662","87.6272868896141","87.5629194765507","90.1524825679024","89.1445353306705","88.099527207004","88.2407798666646","86.5501544872033","86.880677642425",
"Montenegro","MNE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","89","86","90","91","90","88","76","64","47","58","42","33","24","18",
"Mongolia","MNG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","17","12","6","1","20","18","11","61","70","86","92","82","84","84","80","85","89","91","93","93","92","95","98","98","99","97","99","98","97","94","97","98","99","97","98","98","98","99","99","98","97","95",
"Northern Mariana Islands","MNP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","32","58","51","50","39","39","37","44","48","59","55","56","62","65","71","58","61","64","67","71","74","77","80","79","78","76","75","77","80","82","83","85","86","87","87","87","87","87","87","81","84",
"Mauritania","MRT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","45","44","43","42","41","40","27","45","42","38","32","43","49","53","67","66","64","62","62","46","58","87","84","73","65","62","67","65","59","67","67","75","80","75","70","73","75","78","75","70","63",
"Mauritius","MUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","34","53","55","67","71","69","73","80","76","88","84","84","85","89","61","87","85","80","84","90","84","91","98","98","99","98","98","99","99","99","99","99","98","99","92","89","99","99","89","77",
"Malawi","MWI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","49","64","64","58","50","49","60","79","82","84","81","85","91","87","83","90","90","87","90","82","73","81","69","77","80","82","85","83","88","92","93","96","90","88","85","87","81","83","87","92","90","90",
"Malaysia","MYS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","11","23","20","35","68","61","61","70","80","82","81","95","97","97","98","96","97","96","95","94","93","95","96","95","95","95","95","95","95","95","95","94","93","93","93","96","97","95","96",
"North America","NAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","77.6776192014698","87.7127945632542","87.7652597866027","88.7653722908988","88.8563193337885","88.0270546090776","88.1449952660425","80.9113119818532","96.8295698423066","93.3732419953552","89.9107492934529","87.4405270596136","83.9887999094887","85.0829358085472","89.7221136033185","88.7180709580991","91.536113930027","91.4373981358127","92.3428266290293","92.3351271429968","91.4096551433432","91.3195027999617","91.3121889952714","93.1532588981346","93.0758654988809","92.1517366403065","92.0749153362621","92.1565520885271","92.0802379009935","90.0822343404672","91.8320150922608","91.6546479819594","90.8267980016651","91.8248444161852","91.8230741037095","91.7320110660235","91.7320630389174","90.9089252897907","91.8165713903631","90","90.9079716621243","90.9082906971475",
"Namibia","NAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","71","70","68","61","59","64","65","69","58","68","70","70","73","63","69","73","76","75","74","76","82","83","85","75","80","82","80","90","90",
"New Caledonia","NCL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","19","18","16","22","27","27","27","24","14","25","28","21","19","19","40","38","35","35","35","37","39","41","43","45","47","53","60","66","69","67","69","75","80","80","85","76","82","77","79","79","80",
"Nigeria","NGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","9","17","28","36","46","59","54","57","43","40","41","44","38","38","38","35","33","32","30","34","37","41","44","41","53","64","56","49","42","43","44","42","47","54","56","57","59","59",
"Nicaragua","NIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","15","20","40","41","56","59","51","47","63","63","82","54","83","84","84","85","85","86","91","87","86","99","98","93","84","96","99","99","99","99","99","99","99","99","99","99","99","99","99","99","97","83",
"Netherlands","NLD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","91","91","92","92","92","92","93","93","94","94","94","94","95","94","94","94","96","96","96","96","96","95","95","96","96","95","96","96","96","96","96","96","96","96","96","95","94","93","93","94","94","93",
"Norway","NOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","80","80","90","87","87","87","84","87","94","96","93","94","92","92","93","91","90","88","90","87","86","89","90","92","92","93","93","93","93","94","93","94","95","96","96","96","97","97","97",
"Nepal","NPL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","2","2","11","24","34","37","37","58","57","57","57","58","58","58","56","65","73","67","81","71","71","71","75","73","74","85","81","79","90","86","88","86","88","88","85","83","90","91","92","87","90",
"Nauru","NRU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","90","49","8","95","40","53","67","80","99","99","99","99","99","99","96","97","98","98","98","95","99","95","98","98",
"New Zealand","NZL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","80","77","74","71","67","64","60","67","75","83","90","82","82","85","87","84","92","99","81","83","85","85","84","84","83","82","82","79","86","89","91","93","92","92","93","93","92","93","92","92","91","91",
"OECD members","OED","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","44.2059395228427","51.6389834493678","53.9395681999722","57.1185059580162","61.1260490824271","69.4429697606686","70.6774467364811","70.1614070546197","78.8566779249101","81.6663286173033","82.1280575999803","82.8622314900405","82.0325924931409","82.1968190321405","86.3365836470753","87.0945755236901","88.7908636359101","88.4371466624569","89.0252996476469","89.6457372082473","91.1230267612458","91.9050688885856","91.71763392906","91.6504086339352","92.2271020711998","92.8926135866232","93.8045140900208","93.5879375959951","93.5492882567925","92.9780090948128","93.2734180803591","93.8455746939039","94.2562134925755","93.1529239604078","94.182989911187","94.3115062592133","94.1307025290437","91.0924169618719","94.3947159308434","90.6593680459198","92.7775171182198","93.5463246739423",
"Oman","OMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22","10","24","34","53","65","79","86","87","94","98","96","96","95","97","98","98","98","98","99","99","99","99","98","98","98","96","97","98","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Other small states","OSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","24.8805513435657","29.0426286439572","33.7679200585778","41.4526066284475","47.4431613873361","57.6160802122828","65.8136630248456","70.4193841763185","72.5338135516327","77.943627207286","80.9488313903616","77.1543593910829","73.7525596326331","77.4585075783848","78.267619047619","77.0915164067576","74.0764340850613","74.9413656866563","75.9491822004034","75.2828817761362","77.0864969983935","75.6863974840584","77.3332610074128","78.8523597269321","79.683860397065","79.2946096353577","79.0969994125356","80.002331746618","82.0125150535644","82.8364643154921","82.5713064407939","83.8625462441692","85.0046833554377","85.7436220061797","85.2287647613781","85.5144363095893","83.8844825712664","82.5824221991314","83.6169317811547","82.8688075363631","79.1720870716067","79.2490061691078",
"Pakistan","PAK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","1","2","3","19","33","38","41","43","46","48","50","51","52","52","53","47","50","52","54","56","57","59","60","62","63","61","59","57","56","56","57","59","63","68","71","75","75","76","79","81","83","81",
"Panama","PAN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","71","76","64","85","72","84","74","78","73","73","73","80","76","83","84","84","90","92","96","90","97","95","95","95","97","99","95","95","96","96","97","97","98","92","90","93","95","98","98","97","80","80",
"Peru","PER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","26","32","28","35","53","41","56","52","52","64","74","83","75","75","98","87","91","93","93","97","97","95","95","85","77","93","92","92","91","94","96","94","85","89","92","88","83","85","85","77","78",
"Philippines","PHL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","9","27","44","49","51","67","77","83","85","83","81","78","75","72","76","79","80","80","78","81","82","87","92","92","92","92","90","89","87","86","84","83","81","80","80","78","77","75","72","57",
"Palau","PLW","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","99","98","98","98","94","32","41","99","99","83","74","96","83","91","99","99","99","98","98","91","97","75","39","85","91","99","83","95","96","93","90","97","93","93",
"Papua New Guinea","PNG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","1","26","33","39","37","46","52","67","69","70","28","36","42","24","50","63","67","69","65","73","77","77","82","82","72","66","65","63","66","71","72","65","57","46","38","37","37","47","38",
"Poland","POL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","92","93","93","94","94","92","92","94","95","95","95","94","95","95","96","96","97","97","97","97","97","97","98","97","97","98","99","98","98","98","98","98","98","98","97","96","96","94","93","93","80","80",
"Pre-demographic dividend","PRE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.77039558269254","11.0575054655664","13.0092491973656","15.9186827577867","23.0756559344317","31.3652919795884","39.4830428416397","44.1665561743944","49.8422231862955","54.8811496833572","55.1998662864708","53.1507066331494","50.1253550143468","49.9178422732458","52.0552015237301","53.4056557264168","51.2601914393732","51.0552349422101","49.8794473015366","48.8644617301592","51.4693822491579","52.7607869369626","54.0010871983435","56.8597739359136","59.4409879222436","60.8381346651763","62.9902691816546","64.4930754532774","67.3732006563023","71.2431007241704","70.8176554645458","68.8780099596086","69.12791511499","68.6795695823332","68.3019689458689","67.3354374740054","67.5739047133314","69.4966113016983","70.1773737418405","70.5749461649391","69.1421681476954","67.4166857301996",
"Puerto Rico","PRI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","31","29","30","31","38","44","35","58","99","98","98","99","99","83","67","50","34","49","63","78","92","98","95","95","96","96","99","98","98","99","99","99","99","99","98","99","99","98","98","99","42",
"Portugal","PRT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","54","49","46","48","48","70","75","81","84","96","85","96","99","95","91","94","99","96","96","92","87","90","93","96","95","93","97","95","97","95","96","97","97","98","98","98","98","98","99","99","99","98",
"Paraguay","PRY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","19","16","26","37","62","48","46","56","63","58","69","74","87","96","76","75","81","61","71","82","92","90","86","91","91","91","91","91","91","91","93","91","88","88","84","78","85","92","93","87","80","68",
"West Bank and Gaza","PSE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","96","73","95","96","92","92","93","98","94","99","96","98","99","98","96","97","98","99","98","99","99","99","99","99","99","99","99","98",
"Pacific island small states","PSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","14.7257780945593","19.4302275065737","12.2758038383423","27.8996683250415","24.0859570325464","43.2679494227598","49.6979107354036","60.7281142880601","68.3028504297286","73.9646352037656","79.0120657759507","81.6412353716829","81.7844627699256","84.0685668884696","80.3567650170448","82.1121092764702","87.7818732834549","76.0547420676916","76.3574946137273","83.4270437949173","83.4032824869666","81.3292773728349","82.0077505827506","79.5131499542526","76.8958430549074","82.1959563940003","84.5687804316988","85.3321582229298","77.5267157045777","77.9222675187307","81.3908731234079","83.7074399470069","88.5844344239374","87.4699475178525","86.9477356056491","83.1692842041679","86.0043400432316","85.6293765305447","85.3825458020298","87.9579459210829","84.2918696386688","74.261778400026",
"Post-demographic dividend","PST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46.8907922687619","54.1148441668151","54.9438051829246","61.8739075354013","67.5609274435632","71.3308673546096","73.8299898903359","73.2490781463928","79.6165651703853","81.7693592618248","83.3198183566762","82.4093424984037","81.8745293597744","83.4207558945089","86.8607333435781","88.1772154346902","89.4997974622523","89.4900288763606","89.3854873885817","90.6119971051725","90.9140690375059","91.5130190895517","91.8977392672483","92.7425446677817","92.9600665237705","92.5795184386588","92.9401123490871","92.879642609608","92.6969486401875","91.1149673379885","91.3184341450902","91.8466004975851","92.5845204194465","92.8228239323975","92.1112879625309","91.7929024696116","91.1897594691321","92.9549063354051","93.5606491197764","92.9560294349185","92.9287228382301","92.9790857495392",
"French Polynesia","PYF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","26","10","22","69","62","62","62","60","73","79","79","84","86","86","86","87","90","87","89","87","91","92","99","93","99","99","99","92","96","99","99","98","97","97","99","99","99","99","99","99","90","99",
"Romania","ROU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","83","86","88","81","90","78","90","92","92","91","93","91","93","94","97","97","98","98","98","98","97","97","97","95","97","96","96","95","93","94","92","89","86","86","86","90","90","87","86",
"Russian Federation","RUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","88","81","85","88","91","94","97","97","97","98","98","98","99","99","99","99","98","98","98","98","98","98","98","98","98","98","98","97","97",
"Rwanda","RWA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","42","48","53","53","52","79","78","79","83","83","89","82","74","25","84","76","66","72","78","74","69","69","90","84","89","95","94","92","95","95","95","97","95","97","96","95","97","99","96","94","87",
"South Asia","SAS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.312006808363952","0.251582243819302","0.588482365305093","2.36020586918567","4.15309380477539","5.86195780920958","13.5356566617015","25.0602348814932","32.6324968163712","44.1439463953889","55.9365402953859","46.6490020551934","52.8232939261243","59.215714602696","65.8000211789457","68.7842461134779","64.0049229951108","56.588188826019","54.9733826390673","57.688342841092","57.7972591213981","59.2722331499754","58.4211077654803","61.832130003756","65.4707190447714","68.8270915969921","69.0961256807018","70.0154055078142","71.6197592733344","76.1821922710223","78.7083530153827","80.8441473535142","79.9914885687208","80.8692282936053","83.0168534583852","85.2550335524488","85.9117567233055","87.6512221270214","90.331850261564","91.8017379326614","87.9349606330698","87.5482534514571",
"Saudi Arabia","SAU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8","12","53","65","71","79","77","77","81","90","88","95","88","91","93","94","92","92","93","92","94","94","97","96","97","97","95","96","97","98","98","98","98","98","98","98","98","96","98","95","96","98",
"Sudan","SDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","1","1","2","3","6","11","22","44","61","57","57","52","49","48","51","59","58","49","51","58","58","58","65","67","69","73","79","79","82","90","87","85","85","86","87","86","90","88","90","86","81",
"Senegal","SEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","71","66","60","48","51","54","57","58","59","80","70","65","62","60","48","48","54","60","57","74","80","84","77","79","81","84","83","84","80","80","93","90","86","89","88","87",
"Singapore","SGP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","47","57","78","88","85","75","85","94","87","81","84","92","89","87","95","97","97","98","96","97","96","95","94","93","95","96","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95",
"Solomon Islands","SLB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","31","58","69","92","70","76","70","64","60","68","90","68","66","99","91","83","78","82","87","87","99","90","71","69","74","77","87","76","76","75","82","84","93","81","81","67",
"Sierra Leone","SLE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","37","50","62","73","76","71","65","60","73","80","82","84","86","85","80","78","85","80","87","93","87","87",
"El Salvador","SLV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","45","44","43","46","41","71","51","48","63","73","98","54","55","86","80","93","94","98","99","94","97","95","93","90","93","99","98","99","95","91","92","89","93","94","95","95","90","85","81","82","71","86",
"San Marino","SMR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","96","97","97","98","98","99","99","99","97","96","94","94","94","90","90","86","88","88","90","84","82","81","84","82","86","89","86","90","89",
"Somalia","SOM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","3","4","6","16","35","25","28","33","30","30","30","32","33","35","34","33","25","32","38","24","20","45","40","40","35","35","35","34","43","46","46","46","46","46","46","46","46","46","46","46","46",
"Serbia","SRB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","85","81","86","90","92","88","84","89","90","92","87","89","96","88","95","92","95","95","93","87","92","86","86","82","86","92","87","78","78",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.10276038958831","12.0696163671835","13.8742695952135","20.9681745759392","26.0604328198394","32.5745939901909","39.3871992129818","43.8122117593642","48.5804138352238","55.1429833090589","56.619499147012","53.3904508050763","50.1826000823764","50.9072149300538","54.3826095965972","53.9813488847683","53.5704562052157","53.3212993864333","51.6510651233304","49.8471249412686","52.2685023038324","52.4368160019859","53.7077325941668","56.239441532975","58.3125193948656","60.1120054083733","62.8242457460429","64.7420994042909","67.2444502254354","71.3571688743277","71.5892608446849","70.2258489654108","70.2909076523744","69.247348950779","69.0759908139602","68.2108096277102","68.1612813085644","69.8767571793217","69.7532572671649","70.6825073399565","69.6081163305011","67.804245494887",
"South Sudan","SSD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","60","58","55","53","51","50","49","49","49","49",
"Sub-Saharan Africa","SSF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.10202187236985","12.0716076511811","13.8800372143779","20.9767716197272","26.0659259703489","32.5805521072737","39.3928953282461","43.8171358963501","48.5841448950285","55.1460000061223","56.6220449421998","53.3933829995202","50.1860501390987","50.9105359868103","54.3855878390304","53.9846479429322","53.5737504818794","53.3244780349517","51.6537849860291","49.8502067250422","52.271227313503","52.4392670704236","53.7104243892064","56.2420744128598","58.315039452364","60.1143906402919","62.8264547002195","64.7440885882279","67.2462185306165","71.358541891603","71.5906836747993","70.227349770241","70.2922788842072","69.2487108645962","69.0774469738054","68.2122426189953","68.1626285713278","69.878121882612","69.7544657207027","70.6837842829167","69.6093188477032","67.8053641558182",
